4024
mm3.2i|0x2000|0x1000|0x3b66b519
mm4.2j|0x3000|0x1000|0xd4f99896
mm5.3f|0x4000|0x1000|0x5bfc3874
mm6.e6|0x0000|0x1000|0x20816913
mm8.3c|0x0000|0x1000|0x062e77cb
mm9.3a|0x1000|0x1000|0xa2f0cfb3
mm7.3d|0x2000|0x1000|0xa6f60ed2
mmouse2.clr|0x0000|0x0020|0x00000000
mmouse1.clr|0x0020|0x0020|0x00000000
sharkatt|thief.c
13
sharkatt.0|0x0000|0x800|0xc71505e9
sharkatt.1|0x0800|0x800|0x3e3abf70
sharkatt.2|0x1000|0x800|0x96ded944
sharkatt.3|0x1800|0x800|0x007283ae
sharkatt.4a|0x2000|0x800|0x5cb114a7
sharkatt.5|0x2800|0x800|0x1d88aaad
sharkatt.6|0x3000|0x800|0xc164bad4
sharkatt.7|0x3800|0x800|0xd78c4b8b
sharkatt.8|0x4000|0x800|0x5958476a
sharkatt.9|0x4800|0x800|0x4915eb37
sharkatt.10|0x5000|0x800|0x9d07cb68
sharkatt.11|0x5800|0x800|0x21edc962
sharkatt.12a|0x6000|0x800|0x5dd8785a
thief|thief.c
10
t8a0ah0a|0x0000|0x1000|0xedbbf71c
t2662h2|0x1000|0x1000|0x85b4f6ff
tc162h4|0x2000|0x1000|0x70478a82
t0cb4h6|0x3000|0x1000|0x29de0425
tc707h8|0x4000|0x1000|0xea8dd847
t857bh10|0x5000|0x1000|0x403c33b7
t606bh12|0x6000|0x1000|0x4ca2748b
tae4bh14|0x7000|0x1000|0x22e7dcc3  /* diagnostics ROM */
b8|0x000|0x0200|0xfe865b2a
c8|0x200|0x0200|0x7ed5c923
natodef|thief.c
11
natodef.cp0|0x0000|0x1000|0x8397c787
natodef.cp2|0x1000|0x1000|0x8cfbf26f
natodef.cp4|0x2000|0x1000|0xb4c90fb2
natodef.cp6|0x3000|0x1000|0xc6d0d35e
natodef.cp8|0x4000|0x1000|0xe4b6c21e
natodef.cpa|0x5000|0x1000|0x888ecd42
natodef.cpc|0x6000|0x1000|0xcf713bc9
natodef.cpe|0x7000|0x1000|0x4eef6bf4
natodef.cp5|0xa000|0x1000|0x65c3601b  /* diagnostics ROM */
b8|0x000|0x0200|0xfe865b2a
c8|0x200|0x0200|0x7ed5c923
natodefa|thief.c
11
natodef.cp0|0x0000|0x1000|0x8397c787
natodef.cp2|0x1000|0x1000|0x8cfbf26f
natodef.cp4|0x2000|0x1000|0xb4c90fb2
natodef.cp6|0x3000|0x1000|0xc6d0d35e
natodef.cp8|0x4000|0x1000|0xe4b6c21e
natodef.cpa|0x5000|0x1000|0x888ecd42
natodef.cpc|0x6000|0x1000|0xcf713bc9
natodef.cpe|0x7000|0x1000|0x4eef6bf4
natodef.cp5|0xa000|0x1000|0x65c3601b  /* diagnostics ROM */
b8|0x000|0x0200|0xfe865b2a
c8|0x200|0x0200|0x7ed5c923
thoop2|thoop2.c
3
th2-h8.32m|0x000000|0x400000|0x60328a11
th2-h12.32m|0x400000|0x400000|0xb25c2d3e
th2-c1.080|0x000000|0x100000|0x8fac8c30
thunderj|thunderj.c
38
tjw65snd.bin|0x10000|0x4000|0xd8feb7fb
1021.5s|0x000000|0x10000|0xd8432766  /* graphics, plane 0 */
1025.5r|0x010000|0x10000|0x839feed5
1029.3p|0x020000|0x10000|0xfa887662
1033.6p|0x030000|0x10000|0x2addda79
1022.9s|0x040000|0x10000|0xdcf50371  /* graphics, plane 1 */
1026.9r|0x050000|0x10000|0x216e72c8
1030.10s|0x060000|0x10000|0xdc51f606
1034.10r|0x070000|0x10000|0xf8e35516
1023.13s|0x080000|0x10000|0xb6dc3f13  /* graphics, plane 2 */
1027.13r|0x090000|0x10000|0x621cc2ce
1031.14s|0x0a0000|0x10000|0x4682ceb5
1035.14r|0x0b0000|0x10000|0x7a0e1b9e
1024.17s|0x0c0000|0x10000|0xd84452b5  /* graphics, plane 3 */
1028.17r|0x0d0000|0x10000|0x0cc20245
1032.14p|0x0e0000|0x10000|0xf639161a
1036.16p|0x0f0000|0x10000|0xb342443d
1037.2s|0x000000|0x10000|0x07addba6
1041.2r|0x010000|0x10000|0x1e9c29e4
1045.34s|0x020000|0x10000|0xe7235876
1049.34r|0x030000|0x10000|0xa6eb8265
1038.6s|0x040000|0x10000|0x2ea543f9
1042.6r|0x050000|0x10000|0xefabdc2b
1046.7s|0x060000|0x10000|0x6692151f
1050.7r|0x070000|0x10000|0xad7bb5f3
1039.11s|0x080000|0x10000|0xcb563a40
1043.11r|0x090000|0x10000|0xb7565eee
1047.12s|0x0a0000|0x10000|0x60877136
1051.12r|0x0b0000|0x10000|0xd4715ff0
1040.15s|0x0c0000|0x10000|0x6e910fc2
1044.15r|0x0d0000|0x10000|0xff67a17a
1048.16s|0x0e0000|0x10000|0x200d45b3
1052.16r|0x0f0000|0x10000|0x74711ef1
1020.4m|0x000000|0x10000|0x65470354  /* alphanumerics */
tj1016.bin|0x00000|0x10000|0xc10bdf73
tj1017.bin|0x10000|0x10000|0x4e5e25e8
tj1018.bin|0x20000|0x10000|0xec81895d
tj1019.bin|0x30000|0x10000|0xa4009037
scontra|thunderx.c
12
e02.k11|0x10000|0x08000|0xa61c0ead  /* banked ROM */
e03.k13|0x20000|0x10000|0x00b02622  /* banked ROM */
775-c01.bin|0x00000|0x08000|0x0ced785a
775-a04a.bin|0x00000|0x10000|0x7efb2e0f
775-a04b.bin|0x10000|0x10000|0xf41a2b33
775-a04c.bin|0x20000|0x10000|0xe4e58f14
775-a04d.bin|0x30000|0x10000|0xd46736f6
775-f04e.bin|0x40000|0x10000|0xfbf7e363
775-f04f.bin|0x50000|0x10000|0xb031ef2d
775-f04g.bin|0x60000|0x10000|0xee107bbb
775-f04h.bin|0x70000|0x10000|0xfb0fab46
775a09.b19|0x0000|0x0100|0x46d1e0df  /* priority encoder (not used */
scontraj|thunderx.c
12
775-f02.bin|0x10000|0x08000|0x8d5933a7  /* banked ROM */
775-f03.bin|0x20000|0x10000|0x1ef63d80  /* banked ROM */
775-c01.bin|0x00000|0x08000|0x0ced785a
775-a04a.bin|0x00000|0x10000|0x7efb2e0f
775-a04b.bin|0x10000|0x10000|0xf41a2b33
775-a04c.bin|0x20000|0x10000|0xe4e58f14
775-a04d.bin|0x30000|0x10000|0xd46736f6
775-f04e.bin|0x40000|0x10000|0xfbf7e363
775-f04f.bin|0x50000|0x10000|0xb031ef2d
775-f04g.bin|0x60000|0x10000|0xee107bbb
775-f04h.bin|0x70000|0x10000|0xfb0fab46
775a09.b19|0x0000|0x0100|0x46d1e0df  /* priority encoder (not used */
thunderx|thunderx.c
4
873k03.k15|0x10000|0x10000|0x276817ad
873k02.k13|0x20000|0x08000|0x80cc1c45
873h01.f8|0x0000|0x8000|0x990b7a7c
873a08.f20|0x0000|0x0100|0xe2d09a1b  /* priority encoder (not used */
thnderxj|thunderx.c
4
873-n03.k15|0x10000|0x10000|0xa01e2e3e
873-n02.k13|0x20000|0x08000|0x55afa2cc
873-f01.f8|0x0000|0x8000|0xea35ffa3
873a08.f20|0x0000|0x0100|0xe2d09a1b  /* priority encoder (not used */
tickee|tickee.c
0
tigeroad|tigeroad.c
16
tru05.bin|0x0000|0x8000|0xf9a7c9bf
tr01.bin|0x00000|0x08000|0x74a9f08c  /* 8x8 text */
tr-01a.bin|0x00000|0x20000|0xa8aa2e59  /* tiles */
tr-04a.bin|0x20000|0x20000|0x8863a63c
tr-02a.bin|0x40000|0x20000|0x1a2c5f89
tr05.bin|0x60000|0x20000|0x5bf453b3
tr-03a.bin|0x80000|0x20000|0x1e0537ea
tr-06a.bin|0xa0000|0x20000|0xb636c23a
tr-07a.bin|0xc0000|0x20000|0x5f907d4d
tr08.bin|0xe0000|0x20000|0xadee35e2
tr-09a.bin|0x00000|0x20000|0x3d98ad1e  /* sprites */
tr-10a.bin|0x20000|0x20000|0x8f6f03d7
tr-11a.bin|0x40000|0x20000|0xcd9152e5
tr-12a.bin|0x60000|0x20000|0x7d8a99d0
tr13.bin|0x0000|0x8000|0xa79be1eb
trprom.bin|0x0000|0x0100|0xec80ae36  /* priority (not used */
toramich|tigeroad.c
17
tr_05.bin|0x0000|0x8000|0x3ebe6e62
tr_03.bin|0x0000|0x10000|0xea1807ef
tr01.bin|0x00000|0x08000|0x74a9f08c  /* 8x8 text */
tr-01a.bin|0x00000|0x20000|0xa8aa2e59  /* tiles */
tr-04a.bin|0x20000|0x20000|0x8863a63c
tr-02a.bin|0x40000|0x20000|0x1a2c5f89
tr05.bin|0x60000|0x20000|0x5bf453b3
tr-03a.bin|0x80000|0x20000|0x1e0537ea
tr-06a.bin|0xa0000|0x20000|0xb636c23a
tr-07a.bin|0xc0000|0x20000|0x5f907d4d
tr08.bin|0xe0000|0x20000|0xadee35e2
tr-09a.bin|0x00000|0x20000|0x3d98ad1e  /* sprites */
tr-10a.bin|0x20000|0x20000|0x8f6f03d7
tr-11a.bin|0x40000|0x20000|0xcd9152e5
tr-12a.bin|0x60000|0x20000|0x7d8a99d0
tr13.bin|0x0000|0x8000|0xa79be1eb
trprom.bin|0x0000|0x0100|0xec80ae36  /* priority (not used */
f1dream|tigeroad.c
14
12k_04.bin|0x0000|0x8000|0x4b9a7524
10d_01.bin|0x00000|0x08000|0x361caf00  /* 8x8 text */
03f_12.bin|0x00000|0x10000|0xbc13e43c  /* tiles */
01f_10.bin|0x10000|0x10000|0xf7617ad9
03h_14.bin|0x20000|0x10000|0xe33cd438
02f_11.bin|0x30000|0x10000|0x4aa49cd7
17f_09.bin|0x40000|0x10000|0xca622155
02h_13.bin|0x50000|0x10000|0x2a63961e
03b_06.bin|0x00000|0x10000|0x5e54e391  /* sprites */
02b_05.bin|0x10000|0x10000|0xcdd119fd
03d_08.bin|0x20000|0x10000|0x811f2e22
02d_07.bin|0x30000|0x10000|0xaa9a1233
07l_15.bin|0x0000|0x8000|0x978758b7
09e_tr.bin|0x0000|0x0100|0xec80ae36  /* priority (not used */
f1dreamb|tigeroad.c
14
12k_04.bin|0x0000|0x8000|0x4b9a7524
10d_01.bin|0x00000|0x08000|0x361caf00  /* 8x8 text */
03f_12.bin|0x00000|0x10000|0xbc13e43c  /* tiles */
01f_10.bin|0x10000|0x10000|0xf7617ad9
03h_14.bin|0x20000|0x10000|0xe33cd438
02f_11.bin|0x30000|0x10000|0x4aa49cd7
17f_09.bin|0x40000|0x10000|0xca622155
02h_13.bin|0x50000|0x10000|0x2a63961e
03b_06.bin|0x00000|0x10000|0x5e54e391  /* sprites */
02b_05.bin|0x10000|0x10000|0xcdd119fd
03d_08.bin|0x20000|0x10000|0x811f2e22
02d_07.bin|0x30000|0x10000|0xaa9a1233
07l_15.bin|0x0000|0x8000|0x978758b7
09e_tr.bin|0x0000|0x0100|0xec80ae36  /* priority (not used */
timelimt|timelimt.c
15
t8|0x0000|0x2000|0x006767ca
t7|0x2000|0x2000|0xcbe7cd86
t6|0x4000|0x2000|0xf5f17e39
t9|0x6000|0x2000|0x2d72ab45
tl5|0x0000|0x1000|0x5b782e4a
tl4|0x1000|0x1000|0xa32883a9
tl11|0x0000|0x1000|0x46676307
tl10|0x1000|0x1000|0x2336908a
tl13|0x0000|0x1000|0x072e4053
tl12|0x1000|0x1000|0xce960389
tl3|0x0000|0x2000|0x01a9fd95
tl2|0x2000|0x2000|0x4693b849
tl1|0x4000|0x2000|0xc4007caf
clr.35|0x0000|0x0020|0x9c9e6073
clr.48|0x0020|0x0020|BADCRC( 0xa0bcac59   /* FIXED BITS (xxxxxx1x */
timeplt|timeplt.c
11
tm1|0x0000|0x2000|0x1551f1b9
tm2|0x2000|0x2000|0x58636cb5
tm3|0x4000|0x2000|0xff4e0d83
tm7|0x0000|0x1000|0xd66da813
tm6|0x0000|0x2000|0xc2507f40
tm4|0x0000|0x2000|0x7e437c3e
tm5|0x2000|0x2000|0xe8ca87b9
timeplt.b4|0x0000|0x0020|0x34c91839  /* palette */
timeplt.b5|0x0020|0x0020|0x463b2b07  /* palette */
timeplt.e9|0x0040|0x0100|0x4bbb2150  /* sprite lookup table */
timeplt.e12|0x0140|0x0100|0xf7b7663e  /* char lookup table */
timepltc|timeplt.c
11
cd1y|0x0000|0x2000|0x83ec72c2
cd2y|0x2000|0x2000|0x0dcf5287
cd3y|0x4000|0x2000|0xc789b912
tm7|0x0000|0x1000|0xd66da813
tm6|0x0000|0x2000|0xc2507f40
tm4|0x0000|0x2000|0x7e437c3e
tm5|0x2000|0x2000|0xe8ca87b9
timeplt.b4|0x0000|0x0020|0x34c91839  /* palette */
timeplt.b5|0x0020|0x0020|0x463b2b07  /* palette */
timeplt.e9|0x0040|0x0100|0x4bbb2150  /* sprite lookup table */
timeplt.e12|0x0140|0x0100|0xf7b7663e  /* char lookup table */
spaceplt|timeplt.c
11
sp1|0x0000|0x2000|0xac8ca3ae
sp2|0x2000|0x2000|0x1f0308ef
sp3|0x4000|0x2000|0x90aeca50
tm7|0x0000|0x1000|0xd66da813
sp6|0x0000|0x2000|0x76caa8af
sp4|0x0000|0x2000|0x3781ce7a
tm5|0x2000|0x2000|0xe8ca87b9
timeplt.b4|0x0000|0x0020|0x34c91839  /* palette */
timeplt.b5|0x0020|0x0020|0x463b2b07  /* palette */
timeplt.e9|0x0040|0x0100|0x4bbb2150  /* sprite lookup table */
timeplt.e12|0x0140|0x0100|0xf7b7663e  /* char lookup table */
psurge|timeplt.c
12
p1|0x0000|0x2000|0x05f9ba12
p2|0x2000|0x2000|0x3ff41576
p3|0x4000|0x2000|0xe8fe120a
p6|0x0000|0x1000|0xb52d01fa
p7|0x1000|0x1000|0x9db5c0ce
p4|0x0000|0x2000|0x26fd7f81
p5|0x0000|0x2000|0x6066ec8e
tm5|0x2000|0x2000|0xe8ca87b9
timeplt.b4|0x0000|0x0020|BADCRC( 0x34c91839   /* palette */
timeplt.b5|0x0020|0x0020|BADCRC( 0x463b2b07   /* palette */
timeplt.e9|0x0040|0x0100|BADCRC( 0x4bbb2150   /* sprite lookup table */
timeplt.e12|0x0140|0x0100|BADCRC( 0xf7b7663e   /* char lookup table */
mia|tmnt.c
5
808e03.f4|0x00000|0x08000|0x3d93a7cd
808d17.j4|0x00000|0x80000|0xd1299082  /* sprites */
808d15.h4|0x80000|0x80000|0x2b22a6b6
808a18.f16|0x0000|0x0100|0xeb95aede  /* priority encoder (not used */
808d01.d4|0x00000|0x20000|0xfd4d37c0  /* samples for 007232 */
mia2|tmnt.c
5
808e03.f4|0x00000|0x08000|0x3d93a7cd
808d17.j4|0x00000|0x80000|0xd1299082  /* sprites */
808d15.h4|0x80000|0x80000|0x2b22a6b6
808a18.f16|0x0000|0x0100|0xeb95aede  /* priority encoder (not used */
808d01.d4|0x00000|0x20000|0xfd4d37c0  /* samples for 007232 */
tmnt|tmnt.c
12
963-e20|0x00000|0x08000|0x1692a6d6
963-a28|0x000000|0x80000|0xdb4769a8     /* 8x8 tiles */
963-a29|0x080000|0x80000|0x8069cd2e     /* 8x8 tiles */
963-a17|0x000000|0x80000|0xb5239a44     /* sprites */
963-a18|0x080000|0x80000|0xdd51adef     /* sprites */
963-a15|0x100000|0x80000|0x1f324eed     /* sprites */
963-a16|0x180000|0x80000|0xd4bd9984     /* sprites */
963-a30|0x0000|0x0100|0xabd82680  /* sprite address decoder */
963-a31|0x0100|0x0100|0xf8004a1c  /* priority encoder (not used */
963-a26|0x00000|0x20000|0xe2ac3063  /* samples for 007232 */
963-a27|0x00000|0x20000|0x2dfd674b  /* samples for UPD7759C */
963-a25|0x00000|0x80000|0xfca078c7
tmntu|tmnt.c
12
963-e20|0x00000|0x08000|0x1692a6d6
963-a28|0x000000|0x80000|0xdb4769a8     /* 8x8 tiles */
963-a29|0x080000|0x80000|0x8069cd2e     /* 8x8 tiles */
963-a17|0x000000|0x80000|0xb5239a44     /* sprites */
963-a18|0x080000|0x80000|0xdd51adef     /* sprites */
963-a15|0x100000|0x80000|0x1f324eed     /* sprites */
963-a16|0x180000|0x80000|0xd4bd9984     /* sprites */
963-a30|0x0000|0x0100|0xabd82680  /* sprite address decoder */
963-a31|0x0100|0x0100|0xf8004a1c  /* priority encoder (not used */
963-a26|0x00000|0x20000|0xe2ac3063  /* samples for 007232 */
963-a27|0x00000|0x20000|0x2dfd674b  /* samples for UPD7759C */
963-a25|0x00000|0x80000|0xfca078c7
tmht|tmnt.c
12
963-e20|0x00000|0x08000|0x1692a6d6
963-a28|0x000000|0x80000|0xdb4769a8     /* 8x8 tiles */
963-a29|0x080000|0x80000|0x8069cd2e     /* 8x8 tiles */
963-a17|0x000000|0x80000|0xb5239a44     /* sprites */
963-a18|0x080000|0x80000|0xdd51adef     /* sprites */
963-a15|0x100000|0x80000|0x1f324eed     /* sprites */
963-a16|0x180000|0x80000|0xd4bd9984     /* sprites */
963-a30|0x0000|0x0100|0xabd82680  /* sprite address decoder */
963-a31|0x0100|0x0100|0xf8004a1c  /* priority encoder (not used */
963-a26|0x00000|0x20000|0xe2ac3063  /* samples for 007232 */
963-a27|0x00000|0x20000|0x2dfd674b  /* samples for UPD7759C */
963-a25|0x00000|0x80000|0xfca078c7
tmntj|tmnt.c
12
963-e20|0x00000|0x08000|0x1692a6d6
963-a28|0x000000|0x80000|0xdb4769a8     /* 8x8 tiles */
963-a29|0x080000|0x80000|0x8069cd2e     /* 8x8 tiles */
963-a17|0x000000|0x80000|0xb5239a44     /* sprites */
963-a18|0x080000|0x80000|0xdd51adef     /* sprites */
963-a15|0x100000|0x80000|0x1f324eed     /* sprites */
963-a16|0x180000|0x80000|0xd4bd9984     /* sprites */
963-a30|0x0000|0x0100|0xabd82680  /* sprite address decoder */
963-a31|0x0100|0x0100|0xf8004a1c  /* priority encoder (not used */
963-a26|0x00000|0x20000|0xe2ac3063  /* samples for 007232 */
963-a27|0x00000|0x20000|0x2dfd674b  /* samples for UPD7759C */
963-a25|0x00000|0x80000|0xfca078c7
tmht2p|tmnt.c
12
963-e20|0x00000|0x08000|0x1692a6d6
963-a28|0x000000|0x80000|0xdb4769a8     /* 8x8 tiles */
963-a29|0x080000|0x80000|0x8069cd2e     /* 8x8 tiles */
963-a17|0x000000|0x80000|0xb5239a44     /* sprites */
963-a18|0x080000|0x80000|0xdd51adef     /* sprites */
963-a15|0x100000|0x80000|0x1f324eed     /* sprites */
963-a16|0x180000|0x80000|0xd4bd9984     /* sprites */
963-a30|0x0000|0x0100|0xabd82680  /* sprite address decoder */
963-a31|0x0100|0x0100|0xf8004a1c  /* priority encoder (not used */
963-a26|0x00000|0x20000|0xe2ac3063  /* samples for 007232 */
963-a27|0x00000|0x20000|0x2dfd674b  /* samples for UPD7759C */
963-a25|0x00000|0x80000|0xfca078c7
tmnt2pj|tmnt.c
12
963-e20|0x00000|0x08000|0x1692a6d6
963-a28|0x000000|0x80000|0xdb4769a8     /* 8x8 tiles */
963-a29|0x080000|0x80000|0x8069cd2e     /* 8x8 tiles */
963-a17|0x000000|0x80000|0xb5239a44     /* sprites */
963-a18|0x080000|0x80000|0xdd51adef     /* sprites */
963-a15|0x100000|0x80000|0x1f324eed     /* sprites */
963-a16|0x180000|0x80000|0xd4bd9984     /* sprites */
963-a30|0x0000|0x0100|0xabd82680  /* sprite address decoder */
963-a31|0x0100|0x0100|0xf8004a1c  /* priority encoder (not used */
963-a26|0x00000|0x20000|0xe2ac3063  /* samples for 007232 */
963-a27|0x00000|0x20000|0x2dfd674b  /* samples for UPD7759C */
963-a25|0x00000|0x80000|0xfca078c7
tmnt2po|tmnt.c
12
963-e20|0x00000|0x08000|0x1692a6d6
963-a28|0x000000|0x80000|0xdb4769a8     /* 8x8 tiles */
963-a29|0x080000|0x80000|0x8069cd2e     /* 8x8 tiles */
963-a17|0x000000|0x80000|0xb5239a44     /* sprites */
963-a18|0x080000|0x80000|0xdd51adef     /* sprites */
963-a15|0x100000|0x80000|0x1f324eed     /* sprites */
963-a16|0x180000|0x80000|0xd4bd9984     /* sprites */
963-a30|0x0000|0x0100|0xabd82680  /* sprite address decoder */
963-a31|0x0100|0x0100|0xf8004a1c  /* priority encoder (not used */
963-a26|0x00000|0x20000|0xe2ac3063  /* samples for 007232 */
963-a27|0x00000|0x20000|0x2dfd674b  /* samples for UPD7759C */
963-a25|0x00000|0x80000|0xfca078c7
punkshot|tmnt.c
6
907f01.e8|0x0000|0x8000|0xf040c484
907d06.e23|0x000000|0x40000|0xf5cc38f4
907d05.e22|0x040000|0x40000|0xe25774c1
907d07.k2|0x000000|0x100000|0xb0fe4543
907d08.k7|0x100000|0x100000|0xd5ac8d9d
907d04.d3|0x0000|0x80000|0x090feb5e
punksht2|tmnt.c
6
907f01.e8|0x0000|0x8000|0xf040c484
907d06.e23|0x000000|0x40000|0xf5cc38f4
907d05.e22|0x040000|0x40000|0xe25774c1
907d07.k2|0x000000|0x100000|0xb0fe4543
907d08.k7|0x100000|0x100000|0xd5ac8d9d
907d04.d3|0x0000|0x80000|0x090feb5e
punkshtj|tmnt.c
6
907f01.e8|0x0000|0x8000|0xf040c484
907d06.e23|0x000000|0x40000|0xf5cc38f4
907d05.e22|0x040000|0x40000|0xe25774c1
907d07.k2|0x000000|0x100000|0xb0fe4543
907d08.k7|0x100000|0x100000|0xd5ac8d9d
907d04.d3|0x0000|0x80000|0x090feb5e
lgtnfght|tmnt.c
6
939e01.d7|0x0000|0x8000|0x4a5fc848
939a07.k14|0x000000|0x80000|0x7955dfcf
939a08.k19|0x080000|0x80000|0xed95b385
939a06.k8|0x000000|0x80000|0xe393c206
939a05.k2|0x080000|0x80000|0x3662d47a
939a04.c5|0x0000|0x80000|0xc24e2b6e
trigon|tmnt.c
6
939e01.d7|0x0000|0x8000|0x4a5fc848
939a07.k14|0x000000|0x80000|0x7955dfcf
939a08.k19|0x080000|0x80000|0xed95b385
939a06.k8|0x000000|0x80000|0xe393c206
939a05.k2|0x080000|0x80000|0x3662d47a
939a04.c5|0x0000|0x80000|0xc24e2b6e
blswhstl|tmnt.c
2
060_j01.rom|0x0000|0x10000|0xf9d9a673
060_e04.r16|0x0000|0x100000|0xc680395d
detatwin|tmnt.c
2
060_j01.rom|0x0000|0x10000|0xf9d9a673
060_e04.r16|0x0000|0x100000|0xc680395d
glfgreat|tmnt.c
12
061f01.4e|0x0000|0x8000|0xab9a2a57
061d14.12l|0x000000|0x080000|0xb9440924  /* tiles */
061d13.12k|0x080000|0x080000|0x9f999f0b
061d11.3k|0x000000|0x100000|0xc45b66a3  /* sprites */
061d12.8k|0x100000|0x100000|0xd305ecd1
061b08.14g|0x000000|0x080000|0x6ab739c3
061b09.15g|0x080000|0x080000|0x42c7a603
061b10.17g|0x100000|0x080000|0x10f89ce7
061b07.18d|0x000000|0x080000|0x517887e2
061b06.16d|0x080000|0x080000|0x41ada2ad
061b05.15d|0x100000|0x020000|0x2456fb11
061e04.1d|0x0000|0x100000|0x7921d8df
glfgretj|tmnt.c
12
061f01.4e|0x0000|0x8000|0xab9a2a57
061d14.12l|0x000000|0x080000|0xb9440924  /* tiles */
061d13.12k|0x080000|0x080000|0x9f999f0b
061d11.3k|0x000000|0x100000|0xc45b66a3  /* sprites */
061d12.8k|0x100000|0x100000|0xd305ecd1
061b08.14g|0x000000|0x080000|0x6ab739c3
061b09.15g|0x080000|0x080000|0x42c7a603
061b10.17g|0x100000|0x080000|0x10f89ce7
061b07.18d|0x000000|0x080000|0x517887e2
061b06.16d|0x080000|0x080000|0x41ada2ad
061b05.15d|0x100000|0x020000|0x2456fb11
061e04.1d|0x0000|0x100000|0x7921d8df
tmnt2|tmnt.c
8
b01|0x0000|0x10000|0x364f548a
b12|0x000000|0x080000|0xd3283d19  /* tiles */
b11|0x080000|0x080000|0x6ebc0c15
b09|0x000000|0x100000|0x2d7a9d2a  /* sprites */
b10|0x100000|0x080000|0xf2dd296e
b07|0x200000|0x100000|0xd9bee7bf
b08|0x300000|0x080000|0x3b1ae36f
063b06|0x0000|0x200000|0x1e510aa5
tmnt22p|tmnt.c
8
b01|0x0000|0x10000|0x364f548a
b12|0x000000|0x080000|0xd3283d19  /* tiles */
b11|0x080000|0x080000|0x6ebc0c15
b09|0x000000|0x100000|0x2d7a9d2a  /* sprites */
b10|0x100000|0x080000|0xf2dd296e
b07|0x200000|0x100000|0xd9bee7bf
b08|0x300000|0x080000|0x3b1ae36f
063b06|0x0000|0x200000|0x1e510aa5
tmnt2a|tmnt.c
8
b01|0x0000|0x10000|0x364f548a
b12|0x000000|0x080000|0xd3283d19  /* tiles */
b11|0x080000|0x080000|0x6ebc0c15
b09|0x000000|0x100000|0x2d7a9d2a  /* sprites */
b10|0x100000|0x080000|0xf2dd296e
b07|0x200000|0x100000|0xd9bee7bf
b08|0x300000|0x080000|0x3b1ae36f
063b06|0x0000|0x200000|0x1e510aa5
qgakumon|tmnt.c
6
248a01.2f|0x0000|0x10000|0xa8a41cc6
248a12.16k|0x000000|0x080000|0x62870987  /* tiles */
248a11.12k|0x080000|0x080000|0xfad2dbfd
248a09.7l|0x000000|0x100000|0xa176e205  /* sprites */
248a07.3l|0x200000|0x100000|0x9595589f
248a06.1d|0x0000|0x200000|0x0fba1def
ssriders|tmnt.c
6
sr_e01.rom|0x0000|0x10000|0x44b9bc52
sr_16k.rom|0x000000|0x080000|0xe2bdc619  /* tiles */
sr_12k.rom|0x080000|0x080000|0x2d8ca8b0
sr_7l.rom|0x000000|0x100000|0x4160c372  /* sprites */
sr_3l.rom|0x100000|0x100000|0x64dd673c
sr_1d.rom|0x0000|0x100000|0x59810df9
ssrdrebd|tmnt.c
6
sr_e01.rom|0x0000|0x10000|0x44b9bc52
sr_16k.rom|0x000000|0x080000|0xe2bdc619  /* tiles */
sr_12k.rom|0x080000|0x080000|0x2d8ca8b0
sr_7l.rom|0x000000|0x100000|0x4160c372  /* sprites */
sr_3l.rom|0x100000|0x100000|0x64dd673c
sr_1d.rom|0x0000|0x100000|0x59810df9
ssrdrebc|tmnt.c
6
sr_e01.rom|0x0000|0x10000|0x44b9bc52
sr_16k.rom|0x000000|0x080000|0xe2bdc619  /* tiles */
sr_12k.rom|0x080000|0x080000|0x2d8ca8b0
sr_7l.rom|0x000000|0x100000|0x4160c372  /* sprites */
sr_3l.rom|0x100000|0x100000|0x64dd673c
sr_1d.rom|0x0000|0x100000|0x59810df9
ssrdruda|tmnt.c
6
sr_e01.rom|0x0000|0x10000|0x44b9bc52
sr_16k.rom|0x000000|0x080000|0xe2bdc619  /* tiles */
sr_12k.rom|0x080000|0x080000|0x2d8ca8b0
sr_7l.rom|0x000000|0x100000|0x4160c372  /* sprites */
sr_3l.rom|0x100000|0x100000|0x64dd673c
sr_1d.rom|0x0000|0x100000|0x59810df9
ssrdruac|tmnt.c
6
sr_e01.rom|0x0000|0x10000|0x44b9bc52
sr_16k.rom|0x000000|0x080000|0xe2bdc619  /* tiles */
sr_12k.rom|0x080000|0x080000|0x2d8ca8b0
sr_7l.rom|0x000000|0x100000|0x4160c372  /* sprites */
sr_3l.rom|0x100000|0x100000|0x64dd673c
sr_1d.rom|0x0000|0x100000|0x59810df9
ssrdrubc|tmnt.c
6
sr_e01.rom|0x0000|0x10000|0x44b9bc52
sr_16k.rom|0x000000|0x080000|0xe2bdc619  /* tiles */
sr_12k.rom|0x080000|0x080000|0x2d8ca8b0
sr_7l.rom|0x000000|0x100000|0x4160c372  /* sprites */
sr_3l.rom|0x100000|0x100000|0x64dd673c
sr_1d.rom|0x0000|0x100000|0x59810df9
ssrdrabd|tmnt.c
6
sr_e01.rom|0x0000|0x10000|0x44b9bc52
sr_16k.rom|0x000000|0x080000|0xe2bdc619  /* tiles */
sr_12k.rom|0x080000|0x080000|0x2d8ca8b0
sr_7l.rom|0x000000|0x100000|0x4160c372  /* sprites */
